Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Ambos sexos;09 Cataluña;Extranjera: Total;2014;907,4
Ambos sexos;09 Cataluña;Extranjera: Total;2013;1.028,1
Ambos sexos;09 Cataluña;Extranjera: Total;2012;1.076,4
Ambos sexos;09 Cataluña;Extranjera: Total;2011;1.098,7
Ambos sexos;09 Cataluña;Extranjera: Total;2010;1.092,6
Ambos sexos;09 Cataluña;Extranjera: Total;2009;1.107,7
Ambos sexos;09 Cataluña;Extranjera: Total;2008;1.078,7
Ambos sexos;09 Cataluña;Extranjera: Total;2007;972,7
Ambos sexos;09 Cataluña;Extranjera: Total;2006;834
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2022;197,5
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2021;221,1
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2020;210,5
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2019;252,7
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2018;223,8
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2017;216,5
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2016;217,9
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2015;183,8
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2014;200,5
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2013;214,7
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2012;221,2
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2011;228,3
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2010;248,4
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2009;216,1
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2008;221
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2007;190,6
Ambos sexos;09 Cataluña;Extranjera: Unión Europea;2006;90,5
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2022;909,4
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2021;867,1
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2020;833,8
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2019;754,2
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2018;723,2
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2017;695,8
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2016;659,4
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2015;676,6
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2014;706,9
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2013;813,4
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2012;855,2
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2011;870,3
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2010;844,2
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2009;891,6
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2008;857,7
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2007;782,2
Ambos sexos;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2006;743,5
Ambos sexos;10 Comunitat Valenciana;Total;2022;5.058,7
Ambos sexos;10 Comunitat Valenciana;Total;2021;5.011,5
Ambos sexos;10 Comunitat Valenciana;Total;2020;5.000,8
Ambos sexos;10 Comunitat Valenciana;Total;2019;4.964,9
Ambos sexos;10 Comunitat Valenciana;Total;2018;4.925,4
Ambos sexos;10 Comunitat Valenciana;Total;2017;4.908,5
Ambos sexos;10 Comunitat Valenciana;Total;2016;4.895
Ambos sexos;10 Comunitat Valenciana;Total;2015;4.904,3
Ambos sexos;10 Comunitat Valenciana;Total;2014;4.919,2
Ambos sexos;10 Comunitat Valenciana;Total;2013;4.933
Ambos sexos;10 Comunitat Valenciana;Total;2012;4.963,9
Ambos sexos;10 Comunitat Valenciana;Total;2011;4.969
Ambos sexos;10 Comunitat Valenciana;Total;2010;4.958
Ambos sexos;10 Comunitat Valenciana;Total;2009;4.953,4
Ambos sexos;10 Comunitat Valenciana;Total;2008;4.927,9
Ambos sexos;10 Comunitat Valenciana;Total;2007;4.839,6
Ambos sexos;10 Comunitat Valenciana;Total;2006;4.711,2
Ambos sexos;10 Comunitat Valenciana;Española;2022;4.287,5
Ambos sexos;10 Comunitat Valenciana;Española;2021;4.280,6
Ambos sexos;10 Comunitat Valenciana;Española;2020;4.310,7
Ambos sexos;10 Comunitat Valenciana;Española;2019;4.309,3
Ambos sexos;10 Comunitat Valenciana;Española;2018;4.292,8
Ambos sexos;10 Comunitat Valenciana;Española;2017;4.285,2
Ambos sexos;10 Comunitat Valenciana;Española;2016;4.282,5
Ambos sexos;10 Comunitat Valenciana;Española;2015;4.273,6
Ambos sexos;10 Comunitat Valenciana;Española;2014;4.277,4
Ambos sexos;10 Comunitat Valenciana;Española;2013;4.260,7
Ambos sexos;10 Comunitat Valenciana;Española;2012;4.253,8
Ambos sexos;10 Comunitat Valenciana;Española;2011;4.243
Ambos sexos;10 Comunitat Valenciana;Española;2010;4.211,1
Ambos sexos;10 Comunitat Valenciana;Española;2009;4.187,5
Ambos sexos;10 Comunitat Valenciana;Española;2008;4.174,5
Ambos sexos;10 Comunitat Valenciana;Española;2007;4.129,1
Ambos sexos;10 Comunitat Valenciana;Española;2006;4.089,3
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2022;771,2
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2021;730,9
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2020;690,1
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2019;655,6
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2018;632,5
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2017;623,3
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2016;612,5
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2015;630,7
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2014;641,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2013;672,3
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2012;710,1
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2011;726,1
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2010;746,9
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2009;765,9
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2008;753,3
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2007;710,6
Ambos sexos;10 Comunitat Valenciana;Extranjera: Total;2006;621,9
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2022;248,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2021;243,6
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2020;270,1
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2019;314,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2018;298,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2017;293,6
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2016;299,7
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2015;297,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2014;302,5
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2013;305,9
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2012;313,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2011;324,7
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2010;327
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2009;306,5
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2008;298,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2007;287,4
Ambos sexos;10 Comunitat Valenciana;Extranjera: Unión Europea;2006;150,3
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2022;522,4
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2021;487,3
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2020;420
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2019;340,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2018;333,7
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2017;329,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2016;312,8
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2015;332,9
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2014;339,4
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2013;366,4
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2012;396,3
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2011;401,4
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2010;420
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2009;459,4
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2008;454,5
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2007;423,2
Ambos sexos;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2006;471,7
Ambos sexos;11 Extremadura;Total;2022;1.037,7
Ambos sexos;11 Extremadura;Total;2021;1.041,6
Ambos sexos;11 Extremadura;Total;2020;1.046,5
Ambos sexos;11 Extremadura;Total;2019;1.050
Ambos sexos;11 Extremadura;Total;2018;1.055
Ambos sexos;11 Extremadura;Total;2017;1.064,5
Ambos sexos;11 Extremadura;Total;2016;1.072,3
Ambos sexos;11 Extremadura;Total;2015;1.076,2
Ambos sexos;11 Extremadura;Total;2014;1.081,3
Ambos sexos;11 Extremadura;Total;2013;1.086,2
Ambos sexos;11 Extremadura;Total;2012;1.089,8
Ambos sexos;11 Extremadura;Total;2011;1.091,2
Ambos sexos;11 Extremadura;Total;2010;1.088,9
Ambos sexos;11 Extremadura;Total;2009;1.085,9
Ambos sexos;11 Extremadura;Total;2008;1.081,2
Ambos sexos;11 Extremadura;Total;2007;1.075,7
Ambos sexos;11 Extremadura;Total;2006;1.068,4
Ambos sexos;11 Extremadura;Española;2022;1.000,7
Ambos sexos;11 Extremadura;Española;2021;1.006,6
Ambos sexos;11 Extremadura;Española;2020;1.014
Ambos sexos;11 Extremadura;Española;2019;1.020
Ambos sexos;11 Extremadura;Española;2018;1.025,9
Ambos sexos;11 Extremadura;Española;2017;1.036,2
Ambos sexos;11 Extremadura;Española;2016;1.043
Ambos sexos;11 Extremadura;Española;2015;1.046,2
Ambos sexos;11 Extremadura;Española;2014;1.050,3
Ambos sexos;11 Extremadura;Española;2013;1.052,7
Ambos sexos;11 Extremadura;Española;2012;1.054,8
Ambos sexos;11 Extremadura;Española;2011;1.058
Ambos sexos;11 Extremadura;Española;2010;1.056,8
Ambos sexos;11 Extremadura;Española;2009;1.052,4
Ambos sexos;11 Extremadura;Española;2008;1.050,4
Ambos sexos;11 Extremadura;Española;2007;1.048,6
Ambos sexos;11 Extremadura;Española;2006;1.044,7
Ambos sexos;11 Extremadura;Extranjera: Total;2022;37
Ambos sexos;11 Extremadura;Extranjera: Total;2021;35
Ambos sexos;11 Extremadura;Extranjera: Total;2020;32,6
Ambos sexos;11 Extremadura;Extranjera: Total;2019;30
Ambos sexos;11 Extremadura;Extranjera: Total;2018;29,1
Ambos sexos;11 Extremadura;Extranjera: Total;2017;28,3
Ambos sexos;11 Extremadura;Extranjera: Total;2016;29,3
Ambos sexos;11 Extremadura;Extranjera: Total;2015;30
Ambos sexos;11 Extremadura;Extranjera: Total;2014;31
Ambos sexos;11 Extremadura;Extranjera: Total;2013;33,5
Ambos sexos;11 Extremadura;Extranjera: Total;2012;35
Ambos sexos;11 Extremadura;Extranjera: Total;2011;33,1
Ambos sexos;11 Extremadura;Extranjera: Total;2010;32,2
Ambos sexos;11 Extremadura;Extranjera: Total;2009;33,4
Ambos sexos;11 Extremadura;Extranjera: Total;2008;30,8
Ambos sexos;11 Extremadura;Extranjera: Total;2007;27
Ambos sexos;11 Extremadura;Extranjera: Total;2006;23,7
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2022;12,3
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2021;14,7
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2020;13,2
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2019;9,9
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2018;8,6
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2017;7,6
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2016;14,1
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2015;15,6
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2014;15,7
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2013;14,5
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2012;15,5
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2011;13,6
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2010;16,7
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2009;14,2
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2008;9
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2007;6,7
Ambos sexos;11 Extremadura;Extranjera: Unión Europea;2006;4,3
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2022;24,8
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2021;20,2
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2020;19,4
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2019;20,1
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2018;20,5
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2017;20,7
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2016;15,2
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2015;14,4
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2014;15,3
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2013;19
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2012;19,4
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2011;19,5
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2010;15,5
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2009;19,3
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2008;21,7
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2007;20,3
Ambos sexos;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2006;19,4
Ambos sexos;12 Galicia;Total;2022;2.668,4
Ambos sexos;12 Galicia;Total;2021;2.669,6
Ambos sexos;12 Galicia;Total;2020;2.676,3
Ambos sexos;12 Galicia;Total;2019;2.676,8
Ambos sexos;12 Galicia;Total;2018;2.677,6
Ambos sexos;12 Galicia;Total;2017;2.686,2
Ambos sexos;12 Galicia;Total;2016;2.695,5
Ambos sexos;12 Galicia;Total;2015;2.705,6
Ambos sexos;12 Galicia;Total;2014;2.717
Ambos sexos;12 Galicia;Total;2013;2.731,7
Ambos sexos;12 Galicia;Total;2012;2.744,2
Ambos sexos;12 Galicia;Total;2011;2.750,5
Ambos sexos;12 Galicia;Total;2010;2.751,2
Ambos sexos;12 Galicia;Total;2009;2.749,3
Ambos sexos;12 Galicia;Total;2008;2.740,9
Ambos sexos;12 Galicia;Total;2007;2.728,6
Ambos sexos;12 Galicia;Total;2006;2.716,2
Ambos sexos;12 Galicia;Española;2022;2.542,5
Ambos sexos;12 Galicia;Española;2021;2.554,4
Ambos sexos;12 Galicia;Española;2020;2.567,7
Ambos sexos;12 Galicia;Española;2019;2.576,4
Ambos sexos;12 Galicia;Española;2018;2.586,9
Ambos sexos;12 Galicia;Española;2017;2.599,3
Ambos sexos;12 Galicia;Española;2016;2.609
Ambos sexos;12 Galicia;Española;2015;2.621,3
Ambos sexos;12 Galicia;Española;2014;2.631,4
Ambos sexos;12 Galicia;Española;2013;2.638,4
Ambos sexos;12 Galicia;Española;2012;2.648,3
Ambos sexos;12 Galicia;Española;2011;2.654
Ambos sexos;12 Galicia;Española;2010;2.654,5
Ambos sexos;12 Galicia;Española;2009;2.653,1
Ambos sexos;12 Galicia;Española;2008;2.649
Ambos sexos;12 Galicia;Española;2007;2.646,4
Ambos sexos;12 Galicia;Española;2006;2.645,3
Ambos sexos;12 Galicia;Extranjera: Total;2022;125,9
Ambos sexos;12 Galicia;Extranjera: Total;2021;115,3
Ambos sexos;12 Galicia;Extranjera: Total;2020;108,6
Ambos sexos;12 Galicia;Extranjera: Total;2019;100,3
Ambos sexos;12 Galicia;Extranjera: Total;2018;90,7
Ambos sexos;12 Galicia;Extranjera: Total;2017;86,9
Ambos sexos;12 Galicia;Extranjera: Total;2016;86,5
Ambos sexos;12 Galicia;Extranjera: Total;2015;84,2
Ambos sexos;12 Galicia;Extranjera: Total;2014;85,6
Ambos sexos;12 Galicia;Extranjera: Total;2013;93,3
Ambos sexos;12 Galicia;Extranjera: Total;2012;95,9
Ambos sexos;12 Galicia;Extranjera: Total;2011;96,5
Ambos sexos;12 Galicia;Extranjera: Total;2010;96,7
Ambos sexos;12 Galicia;Extranjera: Total;2009;96,3
Ambos sexos;12 Galicia;Extranjera: Total;2008;91,9
Ambos sexos;12 Galicia;Extranjera: Total;2007;82,2
Ambos sexos;12 Galicia;Extranjera: Total;2006;70,9
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2022;28,1
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2021;28,1
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2020;28
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2019;29,1
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2018;32,3
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2017;32,6
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2016;34,2
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2015;32,5
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2014;33,9
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2013;32,1
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2012;28,1
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2011;25,7
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2010;28,3
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2009;23,6
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2008;24
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2007;23,4
Ambos sexos;12 Galicia;Extranjera: Unión Europea;2006;18,1
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2022;97,8
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2021;87,2
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2020;80,6
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2019;71,2
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2018;58,4
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2017;54,3
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2016;52,3
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2015;51,7
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2014;51,7
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2013;61,2
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2012;67,8
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2011;70,8
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2010;68,4
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2009;72,6
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2008;67,9
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2007;58,8
Ambos sexos;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2006;52,7
Ambos sexos;13 Madrid, Comunidad de;Total;2022;6.712,7
Ambos sexos;13 Madrid, Comunidad de;Total;2021;6.655,8
Ambos sexos;13 Madrid, Comunidad de;Total;2020;6.687,5
Ambos sexos;13 Madrid, Comunidad de;Total;2019;6.611,8
Ambos sexos;13 Madrid, Comunidad de;Total;2018;6.508,6
Ambos sexos;13 Madrid, Comunidad de;Total;2017;6.421,2
Ambos sexos;13 Madrid, Comunidad de;Total;2016;6.367,4
Ambos sexos;13 Madrid, Comunidad de;Total;2015;6.324,9
Ambos sexos;13 Madrid, Comunidad de;Total;2014;6.300,3
Ambos sexos;13 Madrid, Comunidad de;Total;2013;6.321,3
Ambos sexos;13 Madrid, Comunidad de;Total;2012;6.360,7
Ambos sexos;13 Madrid, Comunidad de;Total;2011;6.348,2
Ambos sexos;13 Madrid, Comunidad de;Total;2010;6.326,3
Ambos sexos;13 Madrid, Comunidad de;Total;2009;6.298,3
Ambos sexos;13 Madrid, Comunidad de;Total;2008;6.230
Ambos sexos;13 Madrid, Comunidad de;Total;2007;6.104,7
Ambos sexos;13 Madrid, Comunidad de;Total;2006;5.963,4
Ambos sexos;13 Madrid, Comunidad de;Española;2022;5.818,6
Ambos sexos;13 Madrid, Comunidad de;Española;2021;5.825,4
Ambos sexos;13 Madrid, Comunidad de;Española;2020;5.861,1
Ambos sexos;13 Madrid, Comunidad de;Española;2019;5.813,6
Ambos sexos;13 Madrid, Comunidad de;Española;2018;5.778,3
Ambos sexos;13 Madrid, Comunidad de;Española;2017;5.714,8
Ambos sexos;13 Madrid, Comunidad de;Española;2016;5.670,7
Ambos sexos;13 Madrid, Comunidad de;Española;2015;5.636,2
Ambos sexos;13 Madrid, Comunidad de;Española;2014;5.608,3
Ambos sexos;13 Madrid, Comunidad de;Española;2013;5.544,6
Ambos sexos;13 Madrid, Comunidad de;Española;2012;5.502,3
Ambos sexos;13 Madrid, Comunidad de;Española;2011;5.450,5
Ambos sexos;13 Madrid, Comunidad de;Española;2010;5.372
Ambos sexos;13 Madrid, Comunidad de;Española;2009;5.296
Ambos sexos;13 Madrid, Comunidad de;Española;2008;5.258,6
Ambos sexos;13 Madrid, Comunidad de;Española;2007;5.216,3
Ambos sexos;13 Madrid, Comunidad de;Española;2006;5.183,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2022;894
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2021;830,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2020;826,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2019;798,2
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2018;730,3
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2017;706,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2016;696,7
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2015;688,7
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2014;692
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2013;776,7
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2012;858,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2011;897,7
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2010;954,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2009;1.002,3
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2008;971,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2007;888,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Total;2006;780
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2022;270,9
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2021;238
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2020;269,1
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2019;294,9
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2018;273,3
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2017;248,2
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2016;240,9
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2015;247,8
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2014;250,7
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2013;243,7
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2012;290,9
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2011;282,6
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2010;262,2
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2009;295,1
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2008;302,7
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2007;250,9
Ambos sexos;13 Madrid, Comunidad de;Extranjera: Unión Europea;2006;71,2
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2022;623,2
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2021;592,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2020;557,3
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2019;503,2
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2018;456,9
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2017;458,2
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2016;455,7
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2015;440,9
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2014;441,4
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2013;533,1
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2012;567,5
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2011;615,1
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2010;692,2
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2009;707,2
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2008;668,7
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2007;637,5
Ambos sexos;13 Madrid, Comunidad de;Extranjera: No pertenecientes a la Unión Europea;2006;708,8
